city,week_day,date,temp_low1,time1,temp_high1,NA1,NA2,temp_low2,time2,temp_high2,NA3,NA4,temp_low3,time3,temp_high3,NA5,NA6,temp_low4,time4,temp_high4,NA7,NA8
birmingham,Mon, Jul 22,75,12am,79,NA,NA,75,6am,88,NA,NA,84,12pm,90,NA,NA,79,6pm,88,NA,NA
birmingham,Tue, Jul 23,73,12am,77,NA,NA,73,6am,77,NA,NA,75,12pm,82,NA,NA,70,6pm,81,NA,NA
birmingham,Wed, Jul 24,63,12am,70,NA,NA,64,6am,82,NA,NA,82,12pm,86,NA,NA,70,6pm,81,NA,NA
birmingham,Thu, Jul 25,63,12am,68,NA,NA,64,6am,84,NA,NA,84,12pm,88,NA,NA,72,6pm,84,NA,NA
birmingham,Fri, Jul 26,68,12am,72,NA,NA,73,6am,84,NA,NA,86,12pm,90,NA,NA,77,6pm,88,NA,NA
birmingham,Sat, Jul 27,73,12am,79,NA,NA,73,6am,88,NA,NA,90,12pm,93,NA,NA,75,6pm,88,NA,NA
birmingham,Sun, Jul 28,70,12am,73,NA,NA,72,6am,88,NA,NA,90,12pm,91,NA,NA,75,6pm,90,NA,NA
birmingham,Mon, Jul 29,70,12am,73,NA,NA,72,6am,90,NA,NA,90,12pm,91,NA,NA,73,6pm,90,NA,NA
birmingham,Tue, Jul 30,70,12am,73,NA,NA,73,6am,86,NA,NA,86,12pm,90,NA,NA,73,6pm,82,NA,NA
birmingham,Wed, Jul 31,72,12am,75,NA,NA,73,6am,90,NA,NA,79,12pm,91,NA,NA,73,6pm,79,NA,NA
birmingham,Thu, Aug 1,70,12am,72,NA,NA,72,6am,90,NA,NA,75,12pm,91,NA,NA,75,6pm,81,NA,NA
birmingham,Fri, Aug 2,72,12am,75,NA,NA,73,6am,88,NA,NA,75,12pm,88,NA,NA,75,6pm,82,NA,NA
birmingham,Sat, Aug 3,73,12am,75,NA,NA,73,6am,88,NA,NA,77,12pm,81,NA,NA,73,6pm,79,NA,NA
birmingham,Sun, Aug 4,70,12am,72,NA,NA,72,6am,88,NA,NA,84,12pm,91,NA,NA,70,6pm,79,NA,NA
birmingham,Mon, Aug 5,66,12am,70,NA,NA,68,6am,82,NA,NA,84,12pm,90,NA,NA,73,6pm,86,NA,NA
birmingham,Tue, Aug 6,70,12am,73,NA,NA,72,6am,88,NA,NA,91,12pm,91,NA,NA,77,6pm,90,NA,NA
birmingham,Wed, Aug 7,75,12am,77,NA,NA,75,6am,91,NA,NA,93,12pm,95,NA,NA,73,6pm,90,NA,NA
birmingham,Thu, Aug 8,72,12am,73,NA,NA,73,6am,82,NA,NA,84,12pm,88,NA,NA,79,6pm,86,NA,NA
birmingham,Fri, Aug 9,75,12am,81,NA,NA,75,6am,90,NA,NA,90,12pm,93,NA,NA,81,6pm,88,NA,NA
birmingham,Sat, Aug 10,73,12am,77,NA,NA,75,6am,88,NA,NA,81,12pm,88,NA,NA,81,6pm,86,NA,NA
birmingham,Sun, Aug 11,77,12am,79,NA,NA,77,6am,91,NA,NA,93,12pm,97,NA,NA,81,6pm,91,NA,NA
birmingham,Mon, Aug 12,73,12am,77,NA,NA,75,6am,93,NA,NA,95,12pm,99,NA,NA,82,6pm,93,NA,NA
birmingham,Tue, Aug 13,77,12am,81,NA,NA,79,6am,97,NA,NA,97,12pm,10,NA,NA,79,6pm,97,NA,NA
birmingham,Wed, Aug 14,75,12am,79,NA,NA,77,6am,90,NA,NA,91,12pm,93,NA,NA,79,6pm,90,NA,NA
birmingham,Thu, Aug 15,73,12am,77,NA,NA,73,6am,91,NA,NA,93,12pm,95,NA,NA,75,6pm,91,NA,NA
birmingham,Fri, Aug 16,66,12am,75,NA,NA,70,6am,91,NA,NA,93,12pm,97,NA,NA,75,6pm,91,NA,NA
birmingham,Sat, Aug 17,66,12am,73,NA,NA,70,6am,97,NA,NA,97,12pm,10,NA,NA,82,6pm,95,NA,NA
birmingham,Sun, Aug 18,75,12am,79,NA,NA,75,6am,97,NA,NA,97,12pm,97,NA,NA,84,6pm,93,NA,NA
birmingham,Mon, Aug 19,81,12am,84,NA,NA,81,6am,88,NA,NA,88,12pm,97,NA,NA,75,6pm,84,NA,NA
birmingham,Tue, Aug 20,73,12am,75,NA,NA,73,6am,91,NA,NA,90,12pm,93,NA,NA,77,6pm,88,NA,NA
birmingham,Wed, Aug 21,75,12am,75,NA,NA,75,6am,88,NA,NA,84,12pm,93,NA,NA,75,6pm,81,NA,NA
birmingham,Thu, Aug 22,73,12am,75,NA,NA,73,6am,84,NA,NA,88,12pm,93,NA,NA,81,6pm,88,NA,NA
birmingham,Fri, Aug 23,75,12am,81,NA,NA,75,6am,90,NA,NA,77,12pm,91,NA,NA,77,6pm,82,NA,NA
birmingham,Sat, Aug 24,73,12am,75,NA,NA,73,6am,90,NA,NA,75,12pm,93,NA,NA,75,6pm,77,NA,NA
birmingham,Sun, Aug 25,73,12am,75,NA,NA,73,6am,79,NA,NA,77,12pm,81,NA,NA,73,6pm,77,NA,NA
birmingham,Mon, Aug 26,72,12am,73,NA,NA,72,6am,73,NA,NA,73,12pm,75,NA,NA,73,6pm,75,NA,NA
birmingham,Tue, Aug 27,73,12am,75,NA,NA,75,6am,84,NA,NA,73,12pm,90,NA,NA,73,6pm,75,NA,NA
birmingham,Wed, Aug 28,72,12am,75,NA,NA,72,6am,84,NA,NA,88,12pm,88,NA,NA,72,6pm,82,NA,NA
birmingham,Thu, Aug 29,64,12am,70,NA,NA,64,6am,82,NA,NA,84,12pm,88,NA,NA,66,6pm,81,NA,NA
birmingham,Fri, Aug 30,61,12am,64,NA,NA,63,6am,84,NA,NA,88,12pm,90,NA,NA,75,6pm,86,NA,NA
birmingham,Sat, Aug 31,68,12am,75,NA,NA,72,6am,88,NA,NA,88,12pm,91,NA,NA,77,6pm,86,NA,NA
birmingham,Sun, Sep 1,72,12am,75,NA,NA,72,6am,84,NA,NA,86,12pm,91,NA,NA,75,6pm,82,NA,NA
birmingham,Mon, Sep 2,72,12am,73,NA,NA,72,6am,88,NA,NA,90,12pm,91,NA,NA,75,6pm,88,NA,NA
birmingham,Tue, Sep 3,70,12am,75,NA,NA,72,6am,90,NA,NA,91,12pm,93,NA,NA,75,6pm,88,NA,NA
birmingham,Wed, Sep 4,70,12am,73,NA,NA,72,6am,91,NA,NA,91,12pm,93,NA,NA,79,6pm,90,NA,NA
birmingham,Thu, Sep 5,72,12am,75,NA,NA,73,6am,90,NA,NA,90,12pm,91,NA,NA,72,6pm,84,NA,NA
birmingham,Fri, Sep 6,63,12am,70,NA,NA,63,6am,82,NA,NA,86,12pm,91,NA,NA,75,6pm,86,NA,NA
birmingham,Sat, Sep 7,72,12am,73,NA,NA,72,6am,91,NA,NA,93,12pm,95,NA,NA,77,6pm,90,NA,NA
birmingham,Sun, Sep 8,73,12am,79,NA,NA,72,6am,90,NA,NA,91,12pm,93,NA,NA,72,6pm,88,NA,NA
birmingham,Mon, Sep 9,70,12am,72,NA,NA,70,6am,93,NA,NA,93,12pm,97,NA,NA,82,6pm,90,NA,NA
birmingham,Tue, Sep 10,79,12am,82,NA,NA,77,6am,91,NA,NA,93,12pm,95,NA,NA,81,6pm,91,NA,NA
birmingham,Wed, Sep 11,77,12am,81,NA,NA,77,6am,90,NA,NA,79,12pm,93,NA,NA,75,6pm,82,NA,NA
birmingham,Thu, Sep 12,72,12am,75,NA,NA,72,6am,91,NA,NA,91,12pm,97,NA,NA,77,6pm,88,NA,NA
birmingham,Fri, Sep 13,72,12am,77,NA,NA,73,6am,97,NA,NA,97,12pm,99,NA,NA,81,6pm,90,NA,NA
birmingham,Sat, Sep 14,73,12am,82,NA,NA,73,6am,86,NA,NA,88,12pm,90,NA,NA,77,6pm,86,NA,NA
birmingham,Sun, Sep 15,75,12am,79,NA,NA,73,6am,88,NA,NA,90,12pm,93,NA,NA,75,6pm,90,NA,NA
birmingham,Mon, Sep 16,72,12am,75,NA,NA,72,6am,93,NA,NA,93,12pm,97,NA,NA,75,6pm,88,NA,NA
birmingham,Tue, Sep 17,70,12am,73,NA,NA,70,6am,95,NA,NA,95,12pm,99,NA,NA,79,6pm,90,NA,NA
birmingham,Wed, Sep 18,73,12am,75,NA,NA,72,6am,93,NA,NA,93,12pm,97,NA,NA,81,6pm,91,NA,NA
birmingham,Thu, Sep 19,73,12am,79,NA,NA,73,6am,84,NA,NA,86,12pm,90,NA,NA,75,6pm,82,NA,NA
birmingham,Fri, Sep 20,70,12am,75,NA,NA,70,6am,81,NA,NA,82,12pm,88,NA,NA,72,6pm,82,NA,NA
birmingham,Sat, Sep 21,66,12am,73,NA,NA,66,6am,82,NA,NA,84,12pm,90,NA,NA,70,6pm,82,NA,NA
birmingham,Sun, Sep 22,64,12am,70,NA,NA,68,6am,86,NA,NA,88,12pm,90,NA,NA,70,6pm,82,NA,NA
birmingham,Mon, Sep 23,64,12am,68,NA,NA,64,6am,88,NA,NA,90,12pm,91,NA,NA,81,6pm,88,NA,NA
birmingham,Tue, Sep 24,73,12am,81,NA,NA,72,6am,88,NA,NA,88,12pm,93,NA,NA,66,6pm,81,NA,NA
birmingham,Wed, Sep 25,63,12am,66,NA,NA,64,6am,90,NA,NA,91,12pm,95,NA,NA,77,6pm,90,NA,NA
birmingham,Thu, Sep 26,72,12am,75,NA,NA,73,6am,91,NA,NA,91,12pm,93,NA,NA,75,6pm,84,NA,NA
birmingham,Fri, Sep 27,73,12am,79,NA,NA,75,6am,93,NA,NA,91,12pm,95,NA,NA,81,6pm,91,NA,NA
birmingham,Sat, Sep 28,73,12am,79,NA,NA,75,6am,90,NA,NA,91,12pm,95,NA,NA,81,6pm,86,NA,NA
birmingham,Sun, Sep 29,75,12am,81,NA,NA,75,6am,91,NA,NA,91,12pm,97,NA,NA,79,6pm,90,NA,NA
birmingham,Mon, Sep 30,72,12am,75,NA,NA,72,6am,93,NA,NA,93,12pm,97,NA,NA,77,6pm,90,NA,NA
birmingham,Tue, Oct 1,72,12am,75,NA,NA,72,6am,93,NA,NA,95,12pm,99,NA,NA,79,6pm,90,NA,NA
birmingham,Wed, Oct 2,75,12am,81,NA,NA,75,6am,93,NA,NA,95,12pm,99,NA,NA,79,6pm,90,NA,NA
birmingham,Thu, Oct 3,73,12am,79,NA,NA,73,6am,97,NA,NA,97,12pm,10,NA,NA,81,6pm,93,NA,NA
birmingham,Fri, Oct 4,72,12am,79,NA,NA,72,6am,95,NA,NA,91,12pm,99,NA,NA,75,6pm,88,NA,NA
birmingham,Sat, Oct 5,70,12am,75,NA,NA,72,6am,91,NA,NA,81,12pm,97,NA,NA,72,6pm,81,NA,NA
birmingham,Sun, Oct 6,70,12am,72,NA,NA,70,6am,81,NA,NA,81,12pm,86,NA,NA,75,6pm,81,NA,NA
birmingham,Mon, Oct 7,73,12am,73,NA,NA,66,6am,73,NA,NA,72,12pm,75,NA,NA,66,6pm,72,NA,NA
birmingham,Tue, Oct 8,63,12am,64,NA,NA,63,6am,73,NA,NA,77,12pm,81,NA,NA,63,6pm,72,NA,NA
birmingham,Wed, Oct 9,61,12am,66,NA,NA,66,6am,79,NA,NA,79,12pm,84,NA,NA,72,6pm,75,NA,NA
birmingham,Thu, Oct 10,66,12am,70,NA,NA,66,6am,77,NA,NA,81,12pm,82,NA,NA,73,6pm,79,NA,NA
birmingham,Fri, Oct 11,66,12am,72,NA,NA,66,6am,81,NA,NA,82,12pm,84,NA,NA,72,6pm,81,NA,NA
birmingham,Sat, Oct 12,59,12am,70,NA,NA,57,6am,63,NA,NA,63,12pm,64,NA,NA,59,6pm,64,NA,NA
birmingham,Sun, Oct 13,59,12am,61,NA,NA,59,6am,66,NA,NA,55,12pm,66,NA,NA,54,6pm,55,NA,NA
birmingham,Mon, Oct 14,54,12am,54,NA,NA,54,6am,66,NA,NA,70,12pm,73,NA,NA,64,6pm,66,NA,NA
birmingham,Tue, Oct 15,64,12am,66,NA,NA,66,6am,72,NA,NA,70,12pm,72,NA,NA,70,6pm,70,NA,NA
birmingham,Wed, Oct 16,68,12am,70,NA,NA,63,6am,66,NA,NA,61,12pm,70,NA,NA,52,6pm,59,NA,NA
birmingham,Thu, Oct 17,45,12am,48,NA,NA,43,6am,61,NA,NA,63,12pm,66,NA,NA,48,6pm,57,NA,NA
birmingham,Fri, Oct 18,46,12am,52,NA,NA,48,6am,61,NA,NA,63,12pm,64,NA,NA,61,6pm,61,NA,NA
birmingham,Sat, Oct 19,61,12am,61,NA,NA,57,6am,61,NA,NA,57,12pm,59,NA,NA,57,6pm,59,NA,NA
birmingham,Sun, Oct 20,57,12am,59,NA,NA,55,6am,63,NA,NA,66,12pm,73,NA,NA,64,6pm,66,NA,NA
birmingham,Mon, Oct 21,64,12am,64,NA,NA,64,6am,75,NA,NA,70,12pm,75,NA,NA,68,6pm,72,NA,NA
birmingham,Tue, Oct 22,59,12am,66,NA,NA,57,6am,68,NA,NA,64,12pm,72,NA,NA,48,6pm,61,NA,NA
birmingham,Wed, Oct 23,43,12am,46,NA,NA,43,6am,68,NA,NA,64,12pm,72,NA,NA,50,6pm,59,NA,NA
birmingham,Thu, Oct 24,46,12am,50,NA,NA,52,6am,70,NA,NA,70,12pm,73,NA,NA,63,6pm,66,NA,NA
birmingham,Fri, Oct 25,61,12am,64,NA,NA,57,6am,61,NA,NA,61,12pm,63,NA,NA,63,6pm,64,NA,NA
birmingham,Sat, Oct 26,66,12am,73,NA,NA,72,6am,73,NA,NA,73,12pm,75,NA,NA,59,6pm,73,NA,NA
birmingham,Sun, Oct 27,57,12am,59,NA,NA,57,6am,61,NA,NA,61,12pm,63,NA,NA,50,6pm,59,NA,NA
birmingham,Mon, Oct 28,46,12am,52,NA,NA,48,6am,66,NA,NA,64,12pm,73,NA,NA,54,6pm,63,NA,NA
birmingham,Tue, Oct 29,54,12am,54,NA,NA,54,6am,63,NA,NA,64,12pm,68,NA,NA,64,6pm,70,NA,NA
birmingham,Wed, Oct 30,68,12am,70,NA,NA,70,6am,73,NA,NA,70,12pm,73,NA,NA,72,6pm,73,NA,NA
birmingham,Thu, Oct 31,72,12am,73,NA,NA,46,6am,73,NA,NA,41,12pm,46,NA,NA,36,6pm,41,NA,NA
birmingham,Fri, Nov 1,32,12am,34,NA,NA,30,6am,48,NA,NA,48,12pm,57,NA,NA,37,6pm,46,NA,NA
birmingham,Sat, Nov 2,34,12am,37,NA,NA,34,6am,54,NA,NA,54,12pm,61,NA,NA,39,6pm,48,NA,NA
birmingham,Sun, Nov 3,34,12am,39,NA,NA,36,6am,61,NA,NA,50,12pm,63,NA,NA,39,6pm,46,NA,NA
birmingham,Mon, Nov 4,39,12am,46,NA,NA,46,6am,57,NA,NA,54,12pm,61,NA,NA,52,6pm,55,NA,NA
birmingham,Tue, Nov 5,48,12am,55,NA,NA,48,6am,70,NA,NA,57,12pm,72,NA,NA,46,6pm,55,NA,NA
birmingham,Wed, Nov 6,45,12am,50,NA,NA,54,6am,72,NA,NA,57,12pm,75,NA,NA,57,6pm,63,NA,NA
birmingham,Thu, Nov 7,57,12am,63,NA,NA,61,6am,72,NA,NA,61,12pm,72,NA,NA,52,6pm,59,NA,NA
birmingham,Fri, Nov 8,43,12am,48,NA,NA,39,6am,46,NA,NA,43,12pm,48,NA,NA,32,6pm,37,NA,NA
birmingham,Sat, Nov 9,30,12am,30,NA,NA,32,6am,55,NA,NA,48,12pm,61,NA,NA,39,6pm,45,NA,NA
birmingham,Sun, Nov 10,37,12am,39,NA,NA,39,6am,64,NA,NA,54,12pm,66,NA,NA,45,6pm,50,NA,NA
birmingham,Mon, Nov 11,45,12am,46,NA,NA,45,6am,68,NA,NA,64,12pm,72,NA,NA,57,6pm,63,NA,NA
birmingham,Tue, Nov 12,34,12am,54,NA,NA,28,6am,34,NA,NA,28,12pm,34,NA,NA,23,6pm,28,NA,NA
birmingham,Wed, Nov 13,19,12am,21,NA,NA,23,6am,43,NA,NA,43,12pm,48,NA,NA,37,6pm,43,NA,NA
birmingham,Thu, Nov 14,37,12am,41,NA,NA,39,6am,46,NA,NA,45,12pm,46,NA,NA,43,6pm,43,NA,NA
birmingham,Fri, Nov 15,43,12am,43,NA,NA,43,6am,45,NA,NA,46,12pm,48,NA,NA,37,6pm,43,NA,NA
birmingham,Sat, Nov 16,30,12am,37,NA,NA,30,6am,54,NA,NA,46,12pm,61,NA,NA,37,6pm,43,NA,NA
birmingham,Sun, Nov 17,34,12am,36,NA,NA,36,6am,64,NA,NA,57,12pm,66,NA,NA,39,6pm,50,NA,NA
birmingham,Mon, Nov 18,36,12am,37,NA,NA,36,6am,57,NA,NA,52,12pm,61,NA,NA,43,6pm,48,NA,NA
birmingham,Tue, Nov 19,43,12am,45,NA,NA,43,6am,63,NA,NA,59,12pm,66,NA,NA,45,6pm,55,NA,NA
birmingham,Wed, Nov 20,37,12am,43,NA,NA,37,6am,64,NA,NA,54,12pm,66,NA,NA,48,6pm,52,NA,NA
birmingham,Thu, Nov 21,45,12am,46,NA,NA,52,6am,63,NA,NA,63,12pm,64,NA,NA,55,6pm,61,NA,NA
birmingham,Fri, Nov 22,55,12am,59,NA,NA,57,6am,66,NA,NA,63,12pm,64,NA,NA,63,6pm,64,NA,NA
birmingham,Sat, Nov 23,64,12am,64,NA,NA,61,6am,64,NA,NA,48,12pm,57,NA,NA,46,6pm,48,NA,NA
birmingham,Sun, Nov 24,43,12am,46,NA,NA,43,6am,54,NA,NA,48,12pm,55,NA,NA,37,6pm,48,NA,NA
birmingham,Mon, Nov 25,36,12am,37,NA,NA,36,6am,59,NA,NA,54,12pm,63,NA,NA,46,6pm,50,NA,NA
birmingham,Tue, Nov 26,46,12am,48,NA,NA,48,6am,64,NA,NA,66,12pm,70,NA,NA,64,6pm,66,NA,NA
birmingham,Wed, Nov 27,66,12am,70,NA,NA,64,6am,73,NA,NA,57,12pm,73,NA,NA,45,6pm,52,NA,NA
birmingham,Thu, Nov 28,39,12am,45,NA,NA,43,6am,61,NA,NA,54,12pm,63,NA,NA,48,6pm,54,NA,NA
birmingham,Fri, Nov 29,46,12am,48,NA,NA,46,6am,61,NA,NA,63,12pm,64,NA,NA,61,6pm,63,NA,NA
birmingham,Sat, Nov 30,57,12am,61,NA,NA,57,6am,73,NA,NA,70,12pm,73,NA,NA,70,6pm,72,NA,NA
birmingham,Sun, Dec 1,54,12am,68,NA,NA,54,6am,64,NA,NA,52,12pm,64,NA,NA,45,6pm,48,NA,NA
birmingham,Mon, Dec 2,39,12am,43,NA,NA,39,6am,45,NA,NA,39,12pm,45,NA,NA,37,6pm,39,NA,NA
birmingham,Tue, Dec 3,36,12am,37,NA,NA,36,6am,45,NA,NA,45,12pm,48,NA,NA,34,6pm,41,NA,NA
birmingham,Wed, Dec 4,32,12am,34,NA,NA,30,6am,57,NA,NA,52,12pm,63,NA,NA,39,6pm,46,NA,NA
birmingham,Thu, Dec 5,37,12am,39,NA,NA,36,6am,63,NA,NA,54,12pm,64,NA,NA,43,6pm,52,NA,NA
birmingham,Fri, Dec 6,45,12am,54,NA,NA,52,6am,57,NA,NA,52,12pm,57,NA,NA,52,6pm,55,NA,NA
birmingham,Sat, Dec 7,43,12am,50,NA,NA,43,6am,64,NA,NA,61,12pm,66,NA,NA,55,6pm,61,NA,NA
birmingham,Sun, Dec 8,54,12am,55,NA,NA,54,6am,63,NA,NA,61,12pm,64,NA,NA,57,6pm,61,NA,NA
birmingham,Mon, Dec 9,59,12am,61,NA,NA,59,6am,68,NA,NA,66,12pm,70,NA,NA,66,6pm,70,NA,NA
birmingham,Tue, Dec 10,61,12am,70,NA,NA,48,6am,61,NA,NA,37,12pm,48,NA,NA,36,6pm,37,NA,NA
birmingham,Wed, Dec 11,30,12am,36,NA,NA,30,6am,46,NA,NA,43,12pm,52,NA,NA,34,6pm,39,NA,NA
birmingham,Thu, Dec 12,34,12am,39,NA,NA,39,6am,55,NA,NA,46,12pm,54,NA,NA,45,6pm,45,NA,NA
birmingham,Fri, Dec 13,43,12am,45,NA,NA,43,6am,46,NA,NA,46,12pm,48,NA,NA,46,6pm,48,NA,NA
birmingham,Sat, Dec 14,45,12am,48,NA,NA,45,6am,52,NA,NA,50,12pm,55,NA,NA,43,6pm,46,NA,NA
birmingham,Sun, Dec 15,45,12am,50,NA,NA,50,6am,61,NA,NA,61,12pm,63,NA,NA,59,6pm,63,NA,NA
birmingham,Mon, Dec 16,61,12am,63,NA,NA,61,6am,72,NA,NA,70,12pm,72,NA,NA,64,6pm,68,NA,NA
birmingham,Tue, Dec 17,45,12am,64,NA,NA,39,6am,45,NA,NA,39,12pm,39,NA,NA,36,6pm,39,NA,NA
birmingham,Wed, Dec 18,28,12am,34,NA,NA,30,6am,45,NA,NA,37,12pm,48,NA,NA,30,6pm,39,NA,NA
birmingham,Thu, Dec 19,27,12am,30,NA,NA,28,6am,48,NA,NA,41,12pm,55,NA,NA,36,6pm,39,NA,NA
birmingham,Fri, Dec 20,34,12am,37,NA,NA,36,6am,54,NA,NA,52,12pm,57,NA,NA,50,6pm,52,NA,NA
birmingham,Sat, Dec 21,48,12am,52,NA,NA,48,6am,54,NA,NA,48,12pm,50,NA,NA,46,6pm,46,NA,NA
birmingham,Sun, Dec 22,45,12am,46,NA,NA,45,6am,48,NA,NA,46,12pm,48,NA,NA,46,6pm,48,NA,NA
birmingham,Mon, Dec 23,48,12am,52,NA,NA,52,6am,57,NA,NA,57,12pm,57,NA,NA,52,6pm,57,NA,NA
birmingham,Tue, Dec 24,45,12am,52,NA,NA,45,6am,66,NA,NA,59,12pm,73,NA,NA,52,6pm,55,NA,NA
birmingham,Wed, Dec 25,50,12am,55,NA,NA,50,6am,66,NA,NA,57,12pm,70,NA,NA,52,6pm,57,NA,NA
birmingham,Thu, Dec 26,54,12am,57,NA,NA,54,6am,63,NA,NA,63,12pm,68,NA,NA,52,6pm,61,NA,NA
birmingham,Fri, Dec 27,54,12am,57,NA,NA,57,6am,63,NA,NA,61,12pm,63,NA,NA,61,6pm,61,NA,NA
birmingham,Sat, Dec 28,57,12am,61,NA,NA,59,6am,66,NA,NA,64,12pm,66,NA,NA,64,6pm,66,NA,NA
birmingham,Sun, Dec 29,66,12am,68,NA,NA,66,6am,68,NA,NA,70,12pm,72,NA,NA,57,6pm,70,NA,NA
birmingham,Mon, Dec 30,48,12am,55,NA,NA,46,6am,54,NA,NA,50,12pm,55,NA,NA,43,6pm,48,NA,NA
birmingham,Tue, Dec 31,39,12am,43,NA,NA,37,6am,50,NA,NA,48,12pm,54,NA,NA,43,6pm,46,NA,NA
cleveland,Tue, Jan 1,39,12am,54,NA,NA,37,6am,39,NA,NA,34,12pm,39,NA,NA,34,6pm,34,NA,NA
cleveland,Wed, Jan 2,32,12am,34,NA,NA,34,6am,37,NA,NA,37,12pm,39,NA,NA,36,6pm,39,NA,NA
cleveland,Thu, Jan 3,32,12am,34,NA,NA,30,6am,32,NA,NA,34,12pm,36,NA,NA,34,6pm,34,NA,NA
cleveland,Fri, Jan 4,34,12am,34,NA,NA,34,6am,41,NA,NA,45,12pm,52,NA,NA,32,6pm,45,NA,NA
cleveland,Sat, Jan 5,28,12am,34,NA,NA,30,6am,43,NA,NA,45,12pm,48,NA,NA,43,6pm,45,NA,NA
cleveland,Sun, Jan 6,39,12am,43,NA,NA,37,6am,39,NA,NA,36,12pm,39,NA,NA,34,6pm,36,NA,NA
cleveland,Mon, Jan 7,34,12am,34,NA,NA,34,6am,43,NA,NA,45,12pm,48,NA,NA,50,6pm,55,NA,NA
cleveland,Tue, Jan 8,54,12am,55,NA,NA,48,6am,55,NA,NA,45,12pm,55,NA,NA,39,6pm,45,NA,NA
cleveland,Wed, Jan 9,30,12am,37,NA,NA,28,6am,30,NA,NA,25,12pm,28,NA,NA,25,6pm,27,NA,NA
cleveland,Thu, Jan 10,25,12am,25,NA,NA,25,6am,25,NA,NA,25,12pm,25,NA,NA,25,6pm,27,NA,NA
cleveland,Fri, Jan 11,25,12am,27,NA,NA,25,6am,28,NA,NA,27,12pm,30,NA,NA,25,6pm,28,NA,NA
cleveland,Sat, Jan 12,25,12am,27,NA,NA,25,6am,28,NA,NA,27,12pm,32,NA,NA,27,6pm,27,NA,NA
cleveland,Sun, Jan 13,27,12am,27,NA,NA,27,6am,32,NA,NA,28,12pm,34,NA,NA,27,6pm,28,NA,NA
cleveland,Mon, Jan 14,18,12am,27,NA,NA,18,6am,28,NA,NA,25,12pm,28,NA,NA,19,6pm,25,NA,NA
cleveland,Tue, Jan 15,19,12am,25,NA,NA,21,6am,25,NA,NA,21,12pm,25,NA,NA,25,6pm,28,NA,NA
cleveland,Wed, Jan 16,30,12am,30,NA,NA,30,6am,34,NA,NA,28,12pm,34,NA,NA,25,6pm,28,NA,NA
cleveland,Thu, Jan 17,21,12am,25,NA,NA,23,6am,30,NA,NA,30,12pm,32,NA,NA,32,6pm,36,NA,NA
cleveland,Fri, Jan 18,34,12am,36,NA,NA,34,6am,34,NA,NA,32,12pm,34,NA,NA,30,6pm,32,NA,NA
cleveland,Sat, Jan 19,28,12am,30,NA,NA,28,6am,30,NA,NA,27,12pm,28,NA,NA,25,6pm,28,NA,NA
cleveland,Sun, Jan 20,18,12am,21,NA,NA,18,6am,18,NA,NA,12,12pm,18,NA,NA,10,6pm,12,NA,NA
cleveland,Mon, Jan 21,9,12am,10,NA,NA,10,6am,12,NA,NA,10,12pm,12,NA,NA,5,6pm,10,NA,NA
cleveland,Tue, Jan 22,5,12am,10,NA,NA,12,6am,23,NA,NA,27,12pm,32,NA,NA,34,6pm,39,NA,NA
cleveland,Wed, Jan 23,39,12am,43,NA,NA,39,6am,45,NA,NA,45,12pm,48,NA,NA,37,6pm,48,NA,NA
cleveland,Thu, Jan 24,30,12am,34,NA,NA,28,6am,30,NA,NA,27,12pm,30,NA,NA,25,6pm,27,NA,NA
cleveland,Fri, Jan 25,16,12am,25,NA,NA,12,6am,16,NA,NA,14,12pm,16,NA,NA,14,6pm,16,NA,NA
cleveland,Sat, Jan 26,16,12am,16,NA,NA,16,6am,19,NA,NA,21,12pm,25,NA,NA,19,6pm,28,NA,NA
cleveland,Sun, Jan 27,23,12am,34,NA,NA,19,6am,21,NA,NA,16,12pm,21,NA,NA,9,6pm,14,NA,NA
cleveland,Mon, Jan 28,7,12am,12,NA,NA,16,6am,25,NA,NA,28,12pm,39,NA,NA,36,6pm,39,NA,NA
cleveland,Tue, Jan 29,19,12am,34,NA,NA,18,6am,19,NA,NA,14,12pm,19,NA,NA,9,6pm,14,NA,NA
cleveland,Wed, Jan 30,1,12am,9,NA,NA,-2,6am,1,NA,NA,-2,12pm,0,NA,NA,0,6pm,0,NA,NA
cleveland,Thu, Jan 31,-2,12am,0,NA,NA,-2,6am,3,NA,NA,7,12pm,9,NA,NA,7,6pm,9,NA,NA
cleveland,Fri, Feb 1,9,12am,9,NA,NA,9,6am,14,NA,NA,12,12pm,18,NA,NA,10,6pm,12,NA,NA
cleveland,Sat, Feb 2,14,12am,19,NA,NA,19,6am,36,NA,NA,37,12pm,43,NA,NA,34,6pm,37,NA,NA
cleveland,Sun, Feb 3,36,12am,43,NA,NA,41,6am,48,NA,NA,52,12pm,55,NA,NA,43,6pm,52,NA,NA
cleveland,Mon, Feb 4,45,12am,50,NA,NA,45,6am,57,NA,NA,57,12pm,61,NA,NA,54,6pm,55,NA,NA
cleveland,Tue, Feb 5,45,12am,54,NA,NA,39,6am,45,NA,NA,36,12pm,37,NA,NA,34,6pm,36,NA,NA
cleveland,Wed, Feb 6,36,12am,43,NA,NA,45,6am,52,NA,NA,43,12pm,55,NA,NA,34,6pm,45,NA,NA
cleveland,Thu, Feb 7,34,12am,36,NA,NA,36,6am,52,NA,NA,54,12pm,55,NA,NA,45,6pm,61,NA,NA
